
                        S T E P       1


                                INCREMENT     1


 forces (fx,fy,fz) for set NPROX and time  0.1000000E+01

      1292  4.033025E-01  6.692008E-01 -8.939270E-01
      1293  8.561584E-01  2.550168E+00 -1.641884E+00
      1406  6.035774E-01  6.302834E+00  2.443055E+00
      1408 -3.079064E+00  7.690453E+00  3.483690E+00
      1418 -1.839760E+00  2.422422E+00  1.474633E-01
      1419 -1.843886E+00  2.064431E+00 -1.020435E-01
      1420 -4.848531E+00  8.693387E+00  1.959162E-01
      1524 -1.621205E+00  3.852439E+00 -1.331508E+00
      1525 -9.298611E-01  2.117441E+00 -4.693549E-01
      1526 -3.473931E-01  8.544225E-01 -8.706680E-01
      1527 -6.075353E-02  1.119127E-01 -1.787101E-01
      1528 -7.344517E-02  7.205505E-02 -7.466534E-01
      1556  4.038765E-01  8.013707E+00  9.371588E-01
      1557 -5.840023E-02  8.732625E+00  4.218222E-01
      1558  2.766127E-01  3.054952E+00  9.320582E-01
      1559  5.604924E-01  1.386063E+00  9.577821E-01
      1560 -6.277075E-01  4.549974E+00  8.893113E-01
      1561 -9.535130E-02  4.882286E+00  2.230926E+00
      1562  2.259234E+00  8.203526E+00  1.775856E+00
      1566  7.502597E-01  8.693189E+00  8.108366E-01
      1620 -1.226605E+00  3.081446E+00 -2.367510E+00
      1624  1.253521E+00  1.785383E+00  1.218647E-01
      1625  9.230343E-01  2.087810E+00  1.024321E-01
      1626  1.329280E+00  3.525131E+00  1.648390E-02
      1628  9.254265E-02 -3.331457E-03 -7.249710E-02
      1629  4.753619E-02 -4.962624E-03  1.612861E-02
      1797 -9.671466E-01 -1.592074E+00 -4.455301E-01
      1798 -1.719311E+00 -2.839751E+00 -1.102120E-01
      1799 -1.655216E+00 -4.273699E+00 -4.370125E-01
      1800  1.679867E+00 -1.252468E+00  1.547913E-01
      1801  2.165664E+00 -2.519505E+00 -8.792793E-02
      1802  1.516061E+00 -7.976189E-01  8.616695E-01
      1810 -9.288869E-01 -4.703513E+00  4.951327E-01
      1819  1.027511E+00 -1.435988E+00 -2.144107E-01
      1820  5.195112E-01 -2.784713E-01 -3.464372E-01
      1821  1.445544E+00 -1.432218E+00 -8.821022E-02
      1830  1.072439E+00  7.440699E+00  1.129035E+00
      1831  6.193053E-01  8.252440E+00  9.029810E-01
      1832 -1.492094E-01  3.760061E+00  9.452476E-01
      1833 -4.370303E-01  7.355257E+00  9.332892E-01
      1861 -2.088252E-01  1.016828E+00  3.407191E-01
      1862  1.349162E+00 -1.849382E+00 -2.557204E-01
      1863  1.103233E+00 -1.332804E+00 -2.067608E-01
      1873  0.000000E+00  0.000000E+00  0.000000E+00
      1874  3.111496E-01  9.401843E-02  8.042794E-02
      1875  0.000000E+00  0.000000E+00  0.000000E+00
      1888  5.184619E-03  1.706591E+00  5.696720E-01
      1889 -4.795190E-01  1.496803E+00  9.762398E-01
      1890  3.165879E-01  2.893068E+00  7.750530E-01
      1891  1.112720E+00  3.791251E+00  1.349803E+00
      1892  1.095534E+00  3.782585E+00 -3.965074E-01
      1893  4.121418E-01  2.284726E+00  8.389352E-01
      1914 -7.779319E-01  1.400587E+00 -9.411910E-02
      1915 -1.619757E+00  2.291371E+00 -6.399096E-03
      1916 -1.454759E+00  1.771533E+00  5.789628E-02
      1948 -1.077967E-01  1.560706E-01 -2.145227E+00
      1949  1.832147E+00  2.131537E+01  3.405402E+00
      1950  1.466632E+00  2.244841E+01  4.109598E+00
      1967  1.982355E+00 -1.990586E+01  8.010063E+00
      1968 -2.167588E+00 -1.607471E+01  3.367861E+00
      1969  2.160343E-01 -4.449172E+00  9.776515E-01
      1970  9.612637E-04  4.907373E-03 -7.920663E-03
      1971 -5.725203E-01 -3.410847E+00  1.348107E+00
      1976  1.640563E-01 -3.374785E+00  5.281896E-01
      1977 -1.542434E-01 -1.570939E+00  1.715081E+00
      1981  3.368162E+00 -2.697974E+01  4.405229E+00
      1982  9.149565E-01 -9.451750E+00  1.433438E+00
      2064 -1.134809E-01  3.220285E+00  1.013890E+00
      2065  4.204144E-01  3.837056E+00  1.657185E+00
      2077  4.582314E+00  6.980562E+00  1.097270E+00
      2078  3.894945E+00  7.196866E+00  2.837928E-01
      2440 -2.891264E-01 -1.033682E+00 -7.513763E-01
      2441 -5.805196E-01 -7.432659E-01 -5.039401E-01
      2442 -4.670454E-01 -6.385141E-01 -8.567171E-01
      2444  1.076652E+00  1.376173E+00 -3.068086E-02
      2445  1.986053E+00  6.968732E+00 -2.196566E+00
      2446  1.084979E+00  7.720449E-01 -6.407470E-01
      2447  3.289050E+00  1.005655E+01 -1.977008E+00
      2448  3.637062E+00  9.251749E+00 -1.148249E+00
      2449  0.000000E+00  0.000000E+00  0.000000E+00
      2450  1.078297E+00  1.175296E+00 -4.787176E-02
      2451 -2.292143E-01 -1.380208E+00 -2.516170E-02
      2452  1.505353E+00  1.313113E+00  5.635839E-01
      2453  3.398652E+00  2.514580E+00  2.593140E+00
      2454  1.087050E+00  1.666432E+00  5.794174E-02
      2455  3.629211E+00  8.549495E+00 -8.585959E-01
      2456  1.151845E+00  1.445219E+00 -2.197115E-01
      2457  1.848861E+00  2.403153E+00 -8.809336E-01
      2458  4.994558E-01  9.615574E-01 -7.194282E-01
      2459  1.197895E+00  1.530413E+00 -7.261239E-01
      2460  8.164732E-01  1.420048E+00 -5.079504E-01
      2461  7.309695E-01  7.192683E-01 -1.153897E+00
      2462  6.675486E-01  1.002165E+00 -8.115414E-01
      2463 -4.398860E-01 -5.508685E-01 -5.904695E-01
      2464 -1.868303E-01  1.236550E-01 -6.894605E-01
      2465 -8.097291E-02 -2.699545E-01  1.720148E-02
      2466  0.000000E+00  0.000000E+00  0.000000E+00
      2467  6.508058E-01  1.279407E+00  1.863465E-01
      2468  7.259877E-01  5.264709E-01  2.005066E-01
