
                        S T E P       1


                                INCREMENT     1


 forces (fx,fy,fz) for set NPROX and time  0.1000000E+01

      1292  3.985203E-01  6.755112E-01 -8.637511E-01
      1293  8.478487E-01  2.529358E+00 -1.595471E+00
      1406  6.408526E-01  6.503332E+00  2.468840E+00
      1408 -3.146945E+00  7.975365E+00  3.544814E+00
      1418 -1.835686E+00  2.432304E+00  1.346445E-01
      1419 -1.847916E+00  2.064805E+00 -1.201053E-01
      1420 -4.871920E+00  8.826959E+00  1.378346E-01
      1524 -1.603005E+00  3.808938E+00 -1.294486E+00
      1525 -9.157033E-01  2.095721E+00 -4.572698E-01
      1526 -3.483404E-01  8.558764E-01 -8.476436E-01
      1527 -6.140516E-02  1.113281E-01 -1.732340E-01
      1528 -7.727941E-02  8.274035E-02 -7.200907E-01
      1556  4.052018E-01  7.881318E+00  9.430016E-01
      1557 -4.614218E-02  8.604648E+00  4.497773E-01
      1558  2.696779E-01  2.971371E+00  9.215366E-01
      1559  5.384453E-01  1.362193E+00  9.408666E-01
      1560 -6.069688E-01  4.448329E+00  8.742755E-01
      1561 -1.044213E-01  4.795596E+00  2.193736E+00
      1562  2.216774E+00  8.060199E+00  1.728386E+00
      1566  7.298643E-01  8.547204E+00  8.293707E-01
      1620 -1.194830E+00  3.058585E+00 -2.295912E+00
      1624  1.247281E+00  1.775973E+00  1.193362E-01
      1625  9.145760E-01  2.081250E+00  9.953089E-02
      1626  1.332299E+00  3.517661E+00  1.470506E-02
      1628  9.041674E-02 -3.329916E-03 -7.084987E-02
      1629  4.635377E-02 -4.854378E-03  1.578642E-02
      1797 -9.546778E-01 -1.576891E+00 -4.495574E-01
      1798 -1.694727E+00 -2.796941E+00 -1.112717E-01
      1799 -1.636795E+00 -4.215507E+00 -4.331194E-01
      1800  1.694772E+00 -1.269080E+00  1.540654E-01
      1801  2.196018E+00 -2.544898E+00 -9.169323E-02
      1802  1.513357E+00 -7.985324E-01  8.654056E-01
      1810 -9.291106E-01 -4.660009E+00  5.062773E-01
      1819  1.020871E+00 -1.432214E+00 -2.221178E-01
      1820  5.174776E-01 -2.774160E-01 -3.450288E-01
      1821  1.446455E+00 -1.430495E+00 -1.012864E-01
      1830  1.045957E+00  7.310478E+00  1.128809E+00
      1831  6.041633E-01  8.105313E+00  9.139835E-01
      1832 -1.426145E-01  3.691466E+00  9.421255E-01
      1833 -4.278708E-01  7.229020E+00  9.439574E-01
      1861 -2.073695E-01  1.011505E+00  3.426422E-01
      1862  1.337772E+00 -1.829475E+00 -2.651820E-01
      1863  1.099988E+00 -1.330515E+00 -2.109648E-01
      1873  0.000000E+00  0.000000E+00  0.000000E+00
      1874  3.049213E-01  9.199108E-02  7.914473E-02
      1875  0.000000E+00  0.000000E+00  0.000000E+00
      1888 -1.242122E-02  1.695734E+00  5.799472E-01
      1889 -4.903002E-01  1.445216E+00  9.905475E-01
      1890  3.021930E-01  2.862201E+00  7.742617E-01
      1891  1.084561E+00  3.801084E+00  1.331847E+00
      1892  1.063614E+00  3.773650E+00 -4.271370E-01
      1893  3.975121E-01  2.284334E+00  8.373325E-01
      1914 -7.864085E-01  1.410803E+00 -9.833767E-02
      1915 -1.634367E+00  2.314034E+00 -1.959968E-02
      1916 -1.446591E+00  1.769154E+00  5.599142E-02
      1948 -1.163418E-01  1.862189E-01 -2.079476E+00
      1949  1.711432E+00  2.109663E+01  3.309279E+00
      1950  1.275265E+00  2.237646E+01  4.045650E+00
      1967  1.909672E+00 -1.987539E+01  7.824137E+00
      1968 -2.187063E+00 -1.605629E+01  3.305403E+00
      1969  2.090820E-01 -4.395212E+00  9.130140E-01
      1970  9.799187E-04  4.898583E-03 -7.660212E-03
      1971 -5.799090E-01 -3.382872E+00  1.307451E+00
      1976  1.689120E-01 -3.323707E+00  5.066554E-01
      1977 -1.518220E-01 -1.526806E+00  1.689708E+00
      1981  3.190778E+00 -2.714339E+01  4.197764E+00
      1982  9.568750E-01 -9.556270E+00  1.356323E+00
      2064 -1.130691E-01  3.166917E+00  9.907493E-01
      2065  3.910230E-01  3.772514E+00  1.621904E+00
      2077  4.666717E+00  7.188867E+00  1.056558E+00
